survey_route,survey_agency,survey_tech,standard_route_id,standard_line_name,BART_line_name,MTC_line_name,standard_operator,standard_headsign,standard_agency,standard_route_short_name,standard_route_long_name,canonical_operator
CAPITOL CORRIDOR___Santa Clara Great America&&&Suisun-fairfield,Capitol Corridor,Commuter Rail,196,23_AM_196_MD_d0_s487,23_AM_196_MD_d0_s487,23_196_MD_d0_s487,Capitol Corridor,Sacramento,Capitol_2017_3_20,CC,NA,Capitol Corridor
CAPITOL CORRIDOR___Santa Clara Great America&&&Suisun-fairfield,Capitol Corridor,Commuter Rail,196,23_AM_196_PM_d0_s487,23_AM_196_PM_d0_s487,23_196_PM_d0_s487,Capitol Corridor,Sacramento,Capitol_2017_3_20,CC,NA,Capitol Corridor
CAPITOL CORRIDOR___Santa Clara Great America&&&Suisun-fairfield,Capitol Corridor,Commuter Rail,196,23_AM_196_EA_d1_s486,23_AM_196_EA_d1_s486,23_196_EA_d1_s486,Capitol Corridor,San Jose,Capitol_2017_3_20,CC,NA,Capitol Corridor
CAPITOL CORRIDOR___Santa Clara Great America&&&Suisun-fairfield,Capitol Corridor,Commuter Rail,196,23_AM_196_AM_d1_s486,23_AM_196_AM_d1_s486,23_196_AM_d1_s486,Capitol Corridor,San Jose,Capitol_2017_3_20,CC,NA,Capitol Corridor
CAPITOL CORRIDOR___Santa Clara Great America&&&Suisun-fairfield,Capitol Corridor,Commuter Rail,196,23_AM_196_MD_d1_s486,23_AM_196_MD_d1_s486,23_196_MD_d1_s486,Capitol Corridor,San Jose,Capitol_2017_3_20,CC,NA,Capitol Corridor
CAPITOL CORRIDOR___Santa Clara Great America&&&Suisun-fairfield,Capitol Corridor,Commuter Rail,196,23_AM_196_PM_d1_s486,23_AM_196_PM_d1_s486,23_196_PM_d1_s486,Capitol Corridor,San Jose,Capitol_2017_3_20,CC,NA,Capitol Corridor
CAPITOL CORRIDOR___Santa Clara Great America&&&Suisun-fairfield,Capitol Corridor,Commuter Rail,196,23_AM_196_EV_d1_s486,23_AM_196_EV_d1_s486,23_196_EV_d1_s486,Capitol Corridor,Oakland Jack London,Capitol_2017_3_20,CC,NA,Capitol Corridor
CAPITOL CORRIDOR___Santa Clara Great America&&&Suisun-fairfield,Capitol Corridor,Commuter Rail,196,23_AM_196_EV_d0_s487,23_AM_196_EV_d0_s487,23_196_EV_d0_s487,Capitol Corridor,Sacramento,Capitol_2017_3_20,CC,NA,Capitol Corridor
CAPITOL CORRIDOR___Santa Clara University&&&Berkeley,Capitol Corridor,Commuter Rail,196,23_AM_196_EA_d0_s487,23_AM_196_EA_d0_s487,23_196_EA_d0_s487,Capitol Corridor,Sacramento,Capitol_2017_3_20,CC,NA,Capitol Corridor
CAPITOL CORRIDOR___Santa Clara University&&&Berkeley,Capitol Corridor,Commuter Rail,196,23_AM_196_AM_d0_s487,23_AM_196_AM_d0_s487,23_196_AM_d0_s487,Capitol Corridor,Sacramento,Capitol_2017_3_20,CC,NA,Capitol Corridor
CAPITOL CORRIDOR___Santa Clara University&&&Berkeley,Capitol Corridor,Commuter Rail,196,23_AM_196_MD_d0_s487,23_AM_196_MD_d0_s487,23_196_MD_d0_s487,Capitol Corridor,Sacramento,Capitol_2017_3_20,CC,NA,Capitol Corridor
CAPITOL CORRIDOR___Santa Clara University&&&Berkeley,Capitol Corridor,Commuter Rail,196,23_AM_196_PM_d0_s487,23_AM_196_PM_d0_s487,23_196_PM_d0_s487,Capitol Corridor,Sacramento,Capitol_2017_3_20,CC,NA,Capitol Corridor
CAPITOL CORRIDOR___Santa Clara University&&&Berkeley,Capitol Corridor,Commuter Rail,196,23_AM_196_EA_d1_s486,23_AM_196_EA_d1_s486,23_196_EA_d1_s486,Capitol Corridor,San Jose,Capitol_2017_3_20,CC,NA,Capitol Corridor
CAPITOL CORRIDOR___Santa Clara University&&&Berkeley,Capitol Corridor,Commuter Rail,196,23_AM_196_AM_d1_s486,23_AM_196_AM_d1_s486,23_196_AM_d1_s486,Capitol Corridor,San Jose,Capitol_2017_3_20,CC,NA,Capitol Corridor
CAPITOL CORRIDOR___Santa Clara University&&&Berkeley,Capitol Corridor,Commuter Rail,196,23_AM_196_MD_d1_s486,23_AM_196_MD_d1_s486,23_196_MD_d1_s486,Capitol Corridor,San Jose,Capitol_2017_3_20,CC,NA,Capitol Corridor
CAPITOL CORRIDOR___Santa Clara University&&&Berkeley,Capitol Corridor,Commuter Rail,196,23_AM_196_PM_d1_s486,23_AM_196_PM_d1_s486,23_196_PM_d1_s486,Capitol Corridor,San Jose,Capitol_2017_3_20,CC,NA,Capitol Corridor
CAPITOL CORRIDOR___Santa Clara University&&&Berkeley,Capitol Corridor,Commuter Rail,196,23_AM_196_EV_d1_s486,23_AM_196_EV_d1_s486,23_196_EV_d1_s486,Capitol Corridor,Oakland Jack London,Capitol_2017_3_20,CC,NA,Capitol Corridor
CAPITOL CORRIDOR___Santa Clara University&&&Berkeley,Capitol Corridor,Commuter Rail,196,23_AM_196_EV_d0_s487,23_AM_196_EV_d0_s487,23_196_EV_d0_s487,Capitol Corridor,Sacramento,Capitol_2017_3_20,CC,NA,Capitol Corridor
CAPITOL CORRIDOR___Santa Clara University&&&Emeryville,Capitol Corridor,Commuter Rail,196,23_AM_196_EA_d0_s487,23_AM_196_EA_d0_s487,23_196_EA_d0_s487,Capitol Corridor,Sacramento,Capitol_2017_3_20,CC,NA,Capitol Corridor
CAPITOL CORRIDOR___Santa Clara University&&&Emeryville,Capitol Corridor,Commuter Rail,196,23_AM_196_AM_d0_s487,23_AM_196_AM_d0_s487,23_196_AM_d0_s487,Capitol Corridor,Sacramento,Capitol_2017_3_20,CC,NA,Capitol Corridor
CAPITOL CORRIDOR___Santa Clara University&&&Emeryville,Capitol Corridor,Commuter Rail,196,23_AM_196_MD_d0_s487,23_AM_196_MD_d0_s487,23_196_MD_d0_s487,Capitol Corridor,Sacramento,Capitol_2017_3_20,CC,NA,Capitol Corridor
CAPITOL CORRIDOR___Santa Clara University&&&Emeryville,Capitol Corridor,Commuter Rail,196,23_AM_196_PM_d0_s487,23_AM_196_PM_d0_s487,23_196_PM_d0_s487,Capitol Corridor,Sacramento,Capitol_2017_3_20,CC,NA,Capitol Corridor
CAPITOL CORRIDOR___Santa Clara University&&&Emeryville,Capitol Corridor,Commuter Rail,196,23_AM_196_EA_d1_s486,23_AM_196_EA_d1_s486,23_196_EA_d1_s486,Capitol Corridor,San Jose,Capitol_2017_3_20,CC,NA,Capitol Corridor
CAPITOL CORRIDOR___Santa Clara University&&&Emeryville,Capitol Corridor,Commuter Rail,196,23_AM_196_AM_d1_s486,23_AM_196_AM_d1_s486,23_196_AM_d1_s486,Capitol Corridor,San Jose,Capitol_2017_3_20,CC,NA,Capitol Corridor
CAPITOL CORRIDOR___Santa Clara University&&&Emeryville,Capitol Corridor,Commuter Rail,196,23_AM_196_MD_d1_s486,23_AM_196_MD_d1_s486,23_196_MD_d1_s486,Capitol Corridor,San Jose,Capitol_2017_3_20,CC,NA,Capitol Corridor
CAPITOL CORRIDOR___Santa Clara University&&&Emeryville,Capitol Corridor,Commuter Rail,196,23_AM_196_PM_d1_s486,23_AM_196_PM_d1_s486,23_196_PM_d1_s486,Capitol Corridor,San Jose,Capitol_2017_3_20,CC,NA,Capitol Corridor
CAPITOL CORRIDOR___Santa Clara University&&&Emeryville,Capitol Corridor,Commuter Rail,196,23_AM_196_EV_d1_s486,23_AM_196_EV_d1_s486,23_196_EV_d1_s486,Capitol Corridor,Oakland Jack London,Capitol_2017_3_20,CC,NA,Capitol Corridor
CAPITOL CORRIDOR___Santa Clara University&&&Emeryville,Capitol Corridor,Commuter Rail,196,23_AM_196_EV_d0_s487,23_AM_196_EV_d0_s487,23_196_EV_d0_s487,Capitol Corridor,Sacramento,Capitol_2017_3_20,CC,NA,Capitol Corridor
CAPITOL CORRIDOR___Santa Clara University&&&Fremont,Capitol Corridor,Commuter Rail,196,23_AM_196_EA_d0_s487,23_AM_196_EA_d0_s487,23_196_EA_d0_s487,Capitol Corridor,Sacramento,Capitol_2017_3_20,CC,NA,Capitol Corridor
CAPITOL CORRIDOR___Santa Clara University&&&Fremont,Capitol Corridor,Commuter Rail,196,23_AM_196_AM_d0_s487,23_AM_196_AM_d0_s487,23_196_AM_d0_s487,Capitol Corridor,Sacramento,Capitol_2017_3_20,CC,NA,Capitol Corridor
CAPITOL CORRIDOR___Santa Clara University&&&Fremont,Capitol Corridor,Commuter Rail,196,23_AM_196_MD_d0_s487,23_AM_196_MD_d0_s487,23_196_MD_d0_s487,Capitol Corridor,Sacramento,Capitol_2017_3_20,CC,NA,Capitol Corridor
CAPITOL CORRIDOR___Santa Clara University&&&Fremont,Capitol Corridor,Commuter Rail,196,23_AM_196_PM_d0_s487,23_AM_196_PM_d0_s487,23_196_PM_d0_s487,Capitol Corridor,Sacramento,Capitol_2017_3_20,CC,NA,Capitol Corridor
CAPITOL CORRIDOR___Santa Clara University&&&Fremont,Capitol Corridor,Commuter Rail,196,23_AM_196_EA_d1_s486,23_AM_196_EA_d1_s486,23_196_EA_d1_s486,Capitol Corridor,San Jose,Capitol_2017_3_20,CC,NA,Capitol Corridor
CAPITOL CORRIDOR___Santa Clara University&&&Fremont,Capitol Corridor,Commuter Rail,196,23_AM_196_AM_d1_s486,23_AM_196_AM_d1_s486,23_196_AM_d1_s486,Capitol Corridor,San Jose,Capitol_2017_3_20,CC,NA,Capitol Corridor
CAPITOL CORRIDOR___Santa Clara University&&&Fremont,Capitol Corridor,Commuter Rail,196,23_AM_196_MD_d1_s486,23_AM_196_MD_d1_s486,23_196_MD_d1_s486,Capitol Corridor,San Jose,Capitol_2017_3_20,CC,NA,Capitol Corridor
CAPITOL CORRIDOR___Santa Clara University&&&Fremont,Capitol Corridor,Commuter Rail,196,23_AM_196_PM_d1_s486,23_AM_196_PM_d1_s486,23_196_PM_d1_s486,Capitol Corridor,San Jose,Capitol_2017_3_20,CC,NA,Capitol Corridor
CAPITOL CORRIDOR___Santa Clara University&&&Fremont,Capitol Corridor,Commuter Rail,196,23_AM_196_EV_d1_s486,23_AM_196_EV_d1_s486,23_196_EV_d1_s486,Capitol Corridor,Oakland Jack London,Capitol_2017_3_20,CC,NA,Capitol Corridor
CAPITOL CORRIDOR___Santa Clara University&&&Fremont,Capitol Corridor,Commuter Rail,196,23_AM_196_EV_d0_s487,23_AM_196_EV_d0_s487,23_196_EV_d0_s487,Capitol Corridor,Sacramento,Capitol_2017_3_20,CC,NA,Capitol Corridor
CAPITOL CORRIDOR___Santa Clara University&&&Jack London Square,Capitol Corridor,Commuter Rail,196,23_AM_196_EA_d0_s487,23_AM_196_EA_d0_s487,23_196_EA_d0_s487,Capitol Corridor,Sacramento,Capitol_2017_3_20,CC,NA,Capitol Corridor
CAPITOL CORRIDOR___Santa Clara University&&&Jack London Square,Capitol Corridor,Commuter Rail,196,23_AM_196_AM_d0_s487,23_AM_196_AM_d0_s487,23_196_AM_d0_s487,Capitol Corridor,Sacramento,Capitol_2017_3_20,CC,NA,Capitol Corridor
CAPITOL CORRIDOR___Santa Clara University&&&Jack London Square,Capitol Corridor,Commuter Rail,196,23_AM_196_MD_d0_s487,23_AM_196_MD_d0_s487,23_196_MD_d0_s487,Capitol Corridor,Sacramento,Capitol_2017_3_20,CC,NA,Capitol Corridor
CAPITOL CORRIDOR___Santa Clara University&&&Jack London Square,Capitol Corridor,Commuter Rail,196,23_AM_196_PM_d0_s487,23_AM_196_PM_d0_s487,23_196_PM_d0_s487,Capitol Corridor,Sacramento,Capitol_2017_3_20,CC,NA,Capitol Corridor
CAPITOL CORRIDOR___Santa Clara University&&&Jack London Square,Capitol Corridor,Commuter Rail,196,23_AM_196_EA_d1_s486,23_AM_196_EA_d1_s486,23_196_EA_d1_s486,Capitol Corridor,San Jose,Capitol_2017_3_20,CC,NA,Capitol Corridor
CAPITOL CORRIDOR___Santa Clara University&&&Jack London Square,Capitol Corridor,Commuter Rail,196,23_AM_196_AM_d1_s486,23_AM_196_AM_d1_s486,23_196_AM_d1_s486,Capitol Corridor,San Jose,Capitol_2017_3_20,CC,NA,Capitol Corridor
CAPITOL CORRIDOR___Santa Clara University&&&Jack London Square,Capitol Corridor,Commuter Rail,196,23_AM_196_MD_d1_s486,23_AM_196_MD_d1_s486,23_196_MD_d1_s486,Capitol Corridor,San Jose,Capitol_2017_3_20,CC,NA,Capitol Corridor
CAPITOL CORRIDOR___Santa Clara University&&&Jack London Square,Capitol Corridor,Commuter Rail,196,23_AM_196_PM_d1_s486,23_AM_196_PM_d1_s486,23_196_PM_d1_s486,Capitol Corridor,San Jose,Capitol_2017_3_20,CC,NA,Capitol Corridor
CAPITOL CORRIDOR___Santa Clara University&&&Jack London Square,Capitol Corridor,Commuter Rail,196,23_AM_196_EV_d1_s486,23_AM_196_EV_d1_s486,23_196_EV_d1_s486,Capitol Corridor,Oakland Jack London,Capitol_2017_3_20,CC,NA,Capitol Corridor
CAPITOL CORRIDOR___Santa Clara University&&&Jack London Square,Capitol Corridor,Commuter Rail,196,23_AM_196_EV_d0_s487,23_AM_196_EV_d0_s487,23_196_EV_d0_s487,Capitol Corridor,Sacramento,Capitol_2017_3_20,CC,NA,Capitol Corridor
CAPITOL CORRIDOR___Santa Clara University&&&Oakland Coliseum,Capitol Corridor,Commuter Rail,196,23_AM_196_EA_d0_s487,23_AM_196_EA_d0_s487,23_196_EA_d0_s487,Capitol Corridor,Sacramento,Capitol_2017_3_20,CC,NA,Capitol Corridor
CAPITOL CORRIDOR___Santa Clara University&&&Oakland Coliseum,Capitol Corridor,Commuter Rail,196,23_AM_196_AM_d0_s487,23_AM_196_AM_d0_s487,23_196_AM_d0_s487,Capitol Corridor,Sacramento,Capitol_2017_3_20,CC,NA,Capitol Corridor
CAPITOL CORRIDOR___Santa Clara University&&&Oakland Coliseum,Capitol Corridor,Commuter Rail,196,23_AM_196_MD_d0_s487,23_AM_196_MD_d0_s487,23_196_MD_d0_s487,Capitol Corridor,Sacramento,Capitol_2017_3_20,CC,NA,Capitol Corridor
CAPITOL CORRIDOR___Santa Clara University&&&Oakland Coliseum,Capitol Corridor,Commuter Rail,196,23_AM_196_PM_d0_s487,23_AM_196_PM_d0_s487,23_196_PM_d0_s487,Capitol Corridor,Sacramento,Capitol_2017_3_20,CC,NA,Capitol Corridor
CAPITOL CORRIDOR___Santa Clara University&&&Oakland Coliseum,Capitol Corridor,Commuter Rail,196,23_AM_196_EA_d1_s486,23_AM_196_EA_d1_s486,23_196_EA_d1_s486,Capitol Corridor,San Jose,Capitol_2017_3_20,CC,NA,Capitol Corridor
CAPITOL CORRIDOR___Santa Clara University&&&Oakland Coliseum,Capitol Corridor,Commuter Rail,196,23_AM_196_AM_d1_s486,23_AM_196_AM_d1_s486,23_196_AM_d1_s486,Capitol Corridor,San Jose,Capitol_2017_3_20,CC,NA,Capitol Corridor
CAPITOL CORRIDOR___Santa Clara University&&&Oakland Coliseum,Capitol Corridor,Commuter Rail,196,23_AM_196_MD_d1_s486,23_AM_196_MD_d1_s486,23_196_MD_d1_s486,Capitol Corridor,San Jose,Capitol_2017_3_20,CC,NA,Capitol Corridor
CAPITOL CORRIDOR___Santa Clara University&&&Oakland Coliseum,Capitol Corridor,Commuter Rail,196,23_AM_196_PM_d1_s486,23_AM_196_PM_d1_s486,23_196_PM_d1_s486,Capitol Corridor,San Jose,Capitol_2017_3_20,CC,NA,Capitol Corridor
CAPITOL CORRIDOR___Santa Clara University&&&Oakland Coliseum,Capitol Corridor,Commuter Rail,196,23_AM_196_EV_d1_s486,23_AM_196_EV_d1_s486,23_196_EV_d1_s486,Capitol Corridor,Oakland Jack London,Capitol_2017_3_20,CC,NA,Capitol Corridor
CAPITOL CORRIDOR___Santa Clara University&&&Oakland Coliseum,Capitol Corridor,Commuter Rail,196,23_AM_196_EV_d0_s487,23_AM_196_EV_d0_s487,23_196_EV_d0_s487,Capitol Corridor,Sacramento,Capitol_2017_3_20,CC,NA,Capitol Corridor
CAPITOL CORRIDOR___Santa Clara University&&&Richmond,Capitol Corridor,Commuter Rail,196,23_AM_196_EA_d0_s487,23_AM_196_EA_d0_s487,23_196_EA_d0_s487,Capitol Corridor,Sacramento,Capitol_2017_3_20,CC,NA,Capitol Corridor
CAPITOL CORRIDOR___Santa Clara University&&&Richmond,Capitol Corridor,Commuter Rail,196,23_AM_196_AM_d0_s487,23_AM_196_AM_d0_s487,23_196_AM_d0_s487,Capitol Corridor,Sacramento,Capitol_2017_3_20,CC,NA,Capitol Corridor
CAPITOL CORRIDOR___Santa Clara University&&&Richmond,Capitol Corridor,Commuter Rail,196,23_AM_196_MD_d0_s487,23_AM_196_MD_d0_s487,23_196_MD_d0_s487,Capitol Corridor,Sacramento,Capitol_2017_3_20,CC,NA,Capitol Corridor
CAPITOL CORRIDOR___Santa Clara University&&&Richmond,Capitol Corridor,Commuter Rail,196,23_AM_196_PM_d0_s487,23_AM_196_PM_d0_s487,23_196_PM_d0_s487,Capitol Corridor,Sacramento,Capitol_2017_3_20,CC,NA,Capitol Corridor
CAPITOL CORRIDOR___Santa Clara University&&&Richmond,Capitol Corridor,Commuter Rail,196,23_AM_196_EA_d1_s486,23_AM_196_EA_d1_s486,23_196_EA_d1_s486,Capitol Corridor,San Jose,Capitol_2017_3_20,CC,NA,Capitol Corridor
CAPITOL CORRIDOR___Santa Clara University&&&Richmond,Capitol Corridor,Commuter Rail,196,23_AM_196_AM_d1_s486,23_AM_196_AM_d1_s486,23_196_AM_d1_s486,Capitol Corridor,San Jose,Capitol_2017_3_20,CC,NA,Capitol Corridor
CAPITOL CORRIDOR___Santa Clara University&&&Richmond,Capitol Corridor,Commuter Rail,196,23_AM_196_MD_d1_s486,23_AM_196_MD_d1_s486,23_196_MD_d1_s486,Capitol Corridor,San Jose,Capitol_2017_3_20,CC,NA,Capitol Corridor
CAPITOL CORRIDOR___Santa Clara University&&&Richmond,Capitol Corridor,Commuter Rail,196,23_AM_196_PM_d1_s486,23_AM_196_PM_d1_s486,23_196_PM_d1_s486,Capitol Corridor,San Jose,Capitol_2017_3_20,CC,NA,Capitol Corridor
CAPITOL CORRIDOR___Santa Clara University&&&Richmond,Capitol Corridor,Commuter Rail,196,23_AM_196_EV_d1_s486,23_AM_196_EV_d1_s486,23_196_EV_d1_s486,Capitol Corridor,Oakland Jack London,Capitol_2017_3_20,CC,NA,Capitol Corridor
CAPITOL CORRIDOR___Santa Clara University&&&Richmond,Capitol Corridor,Commuter Rail,196,23_AM_196_EV_d0_s487,23_AM_196_EV_d0_s487,23_196_EV_d0_s487,Capitol Corridor,Sacramento,Capitol_2017_3_20,CC,NA,Capitol Corridor
CAPITOL CORRIDOR___Suisun-fairfield&&&Berkeley,Capitol Corridor,Commuter Rail,196,23_AM_196_EA_d0_s487,23_AM_196_EA_d0_s487,23_196_EA_d0_s487,Capitol Corridor,Sacramento,Capitol_2017_3_20,CC,NA,Capitol Corridor
CAPITOL CORRIDOR___Suisun-fairfield&&&Berkeley,Capitol Corridor,Commuter Rail,196,23_AM_196_AM_d0_s487,23_AM_196_AM_d0_s487,23_196_AM_d0_s487,Capitol Corridor,Sacramento,Capitol_2017_3_20,CC,NA,Capitol Corridor
CAPITOL CORRIDOR___Suisun-fairfield&&&Berkeley,Capitol Corridor,Commuter Rail,196,23_AM_196_MD_d0_s487,23_AM_196_MD_d0_s487,23_196_MD_d0_s487,Capitol Corridor,Sacramento,Capitol_2017_3_20,CC,NA,Capitol Corridor
CAPITOL CORRIDOR___Suisun-fairfield&&&Berkeley,Capitol Corridor,Commuter Rail,196,23_AM_196_PM_d0_s487,23_AM_196_PM_d0_s487,23_196_PM_d0_s487,Capitol Corridor,Sacramento,Capitol_2017_3_20,CC,NA,Capitol Corridor
CAPITOL CORRIDOR___Suisun-fairfield&&&Berkeley,Capitol Corridor,Commuter Rail,196,23_AM_196_EA_d1_s486,23_AM_196_EA_d1_s486,23_196_EA_d1_s486,Capitol Corridor,San Jose,Capitol_2017_3_20,CC,NA,Capitol Corridor
CAPITOL CORRIDOR___Suisun-fairfield&&&Berkeley,Capitol Corridor,Commuter Rail,196,23_AM_196_AM_d1_s486,23_AM_196_AM_d1_s486,23_196_AM_d1_s486,Capitol Corridor,San Jose,Capitol_2017_3_20,CC,NA,Capitol Corridor
CAPITOL CORRIDOR___Suisun-fairfield&&&Berkeley,Capitol Corridor,Commuter Rail,196,23_AM_196_MD_d1_s486,23_AM_196_MD_d1_s486,23_196_MD_d1_s486,Capitol Corridor,San Jose,Capitol_2017_3_20,CC,NA,Capitol Corridor
CAPITOL CORRIDOR___Suisun-fairfield&&&Berkeley,Capitol Corridor,Commuter Rail,196,23_AM_196_PM_d1_s486,23_AM_196_PM_d1_s486,23_196_PM_d1_s486,Capitol Corridor,San Jose,Capitol_2017_3_20,CC,NA,Capitol Corridor
CAPITOL CORRIDOR___Suisun-fairfield&&&Berkeley,Capitol Corridor,Commuter Rail,196,23_AM_196_EV_d1_s486,23_AM_196_EV_d1_s486,23_196_EV_d1_s486,Capitol Corridor,Oakland Jack London,Capitol_2017_3_20,CC,NA,Capitol Corridor
CAPITOL CORRIDOR___Suisun-fairfield&&&Berkeley,Capitol Corridor,Commuter Rail,196,23_AM_196_EV_d0_s487,23_AM_196_EV_d0_s487,23_196_EV_d0_s487,Capitol Corridor,Sacramento,Capitol_2017_3_20,CC,NA,Capitol Corridor
CAPITOL CORRIDOR___Suisun-fairfield&&&Emeryville,Capitol Corridor,Commuter Rail,196,23_AM_196_EA_d0_s487,23_AM_196_EA_d0_s487,23_196_EA_d0_s487,Capitol Corridor,Sacramento,Capitol_2017_3_20,CC,NA,Capitol Corridor
CAPITOL CORRIDOR___Suisun-fairfield&&&Emeryville,Capitol Corridor,Commuter Rail,196,23_AM_196_AM_d0_s487,23_AM_196_AM_d0_s487,23_196_AM_d0_s487,Capitol Corridor,Sacramento,Capitol_2017_3_20,CC,NA,Capitol Corridor
CAPITOL CORRIDOR___Suisun-fairfield&&&Emeryville,Capitol Corridor,Commuter Rail,196,23_AM_196_MD_d0_s487,23_AM_196_MD_d0_s487,23_196_MD_d0_s487,Capitol Corridor,Sacramento,Capitol_2017_3_20,CC,NA,Capitol Corridor
CAPITOL CORRIDOR___Suisun-fairfield&&&Emeryville,Capitol Corridor,Commuter Rail,196,23_AM_196_PM_d0_s487,23_AM_196_PM_d0_s487,23_196_PM_d0_s487,Capitol Corridor,Sacramento,Capitol_2017_3_20,CC,NA,Capitol Corridor
CAPITOL CORRIDOR___Suisun-fairfield&&&Emeryville,Capitol Corridor,Commuter Rail,196,23_AM_196_EA_d1_s486,23_AM_196_EA_d1_s486,23_196_EA_d1_s486,Capitol Corridor,San Jose,Capitol_2017_3_20,CC,NA,Capitol Corridor
CAPITOL CORRIDOR___Suisun-fairfield&&&Emeryville,Capitol Corridor,Commuter Rail,196,23_AM_196_AM_d1_s486,23_AM_196_AM_d1_s486,23_196_AM_d1_s486,Capitol Corridor,San Jose,Capitol_2017_3_20,CC,NA,Capitol Corridor
CAPITOL CORRIDOR___Suisun-fairfield&&&Emeryville,Capitol Corridor,Commuter Rail,196,23_AM_196_MD_d1_s486,23_AM_196_MD_d1_s486,23_196_MD_d1_s486,Capitol Corridor,San Jose,Capitol_2017_3_20,CC,NA,Capitol Corridor
CAPITOL CORRIDOR___Suisun-fairfield&&&Emeryville,Capitol Corridor,Commuter Rail,196,23_AM_196_PM_d1_s486,23_AM_196_PM_d1_s486,23_196_PM_d1_s486,Capitol Corridor,San Jose,Capitol_2017_3_20,CC,NA,Capitol Corridor
CAPITOL CORRIDOR___Suisun-fairfield&&&Emeryville,Capitol Corridor,Commuter Rail,196,23_AM_196_EV_d1_s486,23_AM_196_EV_d1_s486,23_196_EV_d1_s486,Capitol Corridor,Oakland Jack London,Capitol_2017_3_20,CC,NA,Capitol Corridor
CAPITOL CORRIDOR___Suisun-fairfield&&&Emeryville,Capitol Corridor,Commuter Rail,196,23_AM_196_EV_d0_s487,23_AM_196_EV_d0_s487,23_196_EV_d0_s487,Capitol Corridor,Sacramento,Capitol_2017_3_20,CC,NA,Capitol Corridor
CAPITOL CORRIDOR___Suisun-fairfield&&&Jack London Square,Capitol Corridor,Commuter Rail,196,23_AM_196_EA_d0_s487,23_AM_196_EA_d0_s487,23_196_EA_d0_s487,Capitol Corridor,Sacramento,Capitol_2017_3_20,CC,NA,Capitol Corridor
CAPITOL CORRIDOR___Suisun-fairfield&&&Jack London Square,Capitol Corridor,Commuter Rail,196,23_AM_196_AM_d0_s487,23_AM_196_AM_d0_s487,23_196_AM_d0_s487,Capitol Corridor,Sacramento,Capitol_2017_3_20,CC,NA,Capitol Corridor
CAPITOL CORRIDOR___Suisun-fairfield&&&Jack London Square,Capitol Corridor,Commuter Rail,196,23_AM_196_MD_d0_s487,23_AM_196_MD_d0_s487,23_196_MD_d0_s487,Capitol Corridor,Sacramento,Capitol_2017_3_20,CC,NA,Capitol Corridor
CAPITOL CORRIDOR___Suisun-fairfield&&&Jack London Square,Capitol Corridor,Commuter Rail,196,23_AM_196_PM_d0_s487,23_AM_196_PM_d0_s487,23_196_PM_d0_s487,Capitol Corridor,Sacramento,Capitol_2017_3_20,CC,NA,Capitol Corridor
CAPITOL CORRIDOR___Suisun-fairfield&&&Jack London Square,Capitol Corridor,Commuter Rail,196,23_AM_196_EA_d1_s486,23_AM_196_EA_d1_s486,23_196_EA_d1_s486,Capitol Corridor,San Jose,Capitol_2017_3_20,CC,NA,Capitol Corridor
CAPITOL CORRIDOR___Suisun-fairfield&&&Jack London Square,Capitol Corridor,Commuter Rail,196,23_AM_196_AM_d1_s486,23_AM_196_AM_d1_s486,23_196_AM_d1_s486,Capitol Corridor,San Jose,Capitol_2017_3_20,CC,NA,Capitol Corridor
CAPITOL CORRIDOR___Suisun-fairfield&&&Jack London Square,Capitol Corridor,Commuter Rail,196,23_AM_196_MD_d1_s486,23_AM_196_MD_d1_s486,23_196_MD_d1_s486,Capitol Corridor,San Jose,Capitol_2017_3_20,CC,NA,Capitol Corridor
CAPITOL CORRIDOR___Suisun-fairfield&&&Jack London Square,Capitol Corridor,Commuter Rail,196,23_AM_196_PM_d1_s486,23_AM_196_PM_d1_s486,23_196_PM_d1_s486,Capitol Corridor,San Jose,Capitol_2017_3_20,CC,NA,Capitol Corridor
CAPITOL CORRIDOR___Suisun-fairfield&&&Jack London Square,Capitol Corridor,Commuter Rail,196,23_AM_196_EV_d1_s486,23_AM_196_EV_d1_s486,23_196_EV_d1_s486,Capitol Corridor,Oakland Jack London,Capitol_2017_3_20,CC,NA,Capitol Corridor
CAPITOL CORRIDOR___Suisun-fairfield&&&Jack London Square,Capitol Corridor,Commuter Rail,196,23_AM_196_EV_d0_s487,23_AM_196_EV_d0_s487,23_196_EV_d0_s487,Capitol Corridor,Sacramento,Capitol_2017_3_20,CC,NA,Capitol Corridor
CAPITOL CORRIDOR___Suisun-fairfield&&&Martinez,Capitol Corridor,Commuter Rail,196,23_AM_196_EA_d0_s487,23_AM_196_EA_d0_s487,23_196_EA_d0_s487,Capitol Corridor,Sacramento,Capitol_2017_3_20,CC,NA,Capitol Corridor
CAPITOL CORRIDOR___Suisun-fairfield&&&Martinez,Capitol Corridor,Commuter Rail,196,23_AM_196_AM_d0_s487,23_AM_196_AM_d0_s487,23_196_AM_d0_s487,Capitol Corridor,Sacramento,Capitol_2017_3_20,CC,NA,Capitol Corridor
CAPITOL CORRIDOR___Suisun-fairfield&&&Martinez,Capitol Corridor,Commuter Rail,196,23_AM_196_MD_d0_s487,23_AM_196_MD_d0_s487,23_196_MD_d0_s487,Capitol Corridor,Sacramento,Capitol_2017_3_20,CC,NA,Capitol Corridor
